seqnames	start	end	width	strand	length	identity	score	info	biallelic	omim_ddd	pRec	allgenescoding	allgenes	numallgenes	numcodinggenes	name	freq	freqCMA
chr22	21954496	22220568	266073	*	3998	0.9947473736868434	793	4kb_99.5%			TOP3B	TOP3B	TOP3B,IGLVIV-66-1,BMP6P1,SOCS2P2,ABHD17AP5,PRAMENP,PPM1F-AS1,IGLV1-62,IGLV10-54,IGLV10-67,IGLV11-55,IGLV4-60,IGLV4-69,IGLV6-57,IGLV8-61,IGLVI-56,IGLVI-63,IGLVI-68,IGLVI-70,IGLVIV-53,IGLVIV-59,IGLVIV-64,IGLVIV-65,IGLVV-58,IGLVV-66	25	1	NA	NA	NA
chr10	46108283	46335870	227588	*	24776	0.9824830481110752	790	25kb_98.2%				ANTXRL	AGAP7P,ANTXRL,ANTXRLP1	3	1	NA	NA	NA
chr15	30246847	32496522	2249676	*	71964	0.982657995664499	788	72kb_98.3%	OTUD7A,FAN1,TRPM1	OTUD7A,FAN1,TRPM1	CHRNA7,MTMR10	KLF13,CHRFAM7A,ARHGAP11B,CHRNA7,OTUD7A,MTMR10,FAN1,GOLGA8H,GOLGA8K,GOLGA8O,GOLGA8R,GOLGA8Q,TRPM1	KLF13,ULK4P1,ULK4P2,CHRFAM7A,ARHGAP11B,CHRNA7,OTUD7A,MTMR10,FAN1,DEPDC1P1,MIR211,RNU6-17P,RNU6-18P,DNM1P31,DNM1P32,GOLGA8H,GOLGA8K,HERC2P10,UBE2CP4,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8UP,RN7SL82P,RN7SL185P,RN7SL196P,RN7SL539P,RN7SL628P,RN7SL796P,RNU6-466P,DNM1P50,LINC02352,TRPM1	33	13	15q13.3_BP4-BP5	93.26	896.8
chr1	196786971	196911496	124526	*	37020	0.9747974068071312	787	37kb_97.5%				CFHR4,CFHR3,CFHR1	CFHR4,CFHR3,CFHR1	3	3	NA	NA	NA
chr19	51629275	51645699	16425	*	1308	0.9931192660550459	787	1kb_99.3%				SIGLEC5,SIGLEC14	SIGLEC5,SIGLEC14	2	2	NA	NA	NA
chrX	140998235	141585310	587076	*	14660	0.9864256480218281	786	15kb_98.6%				SPANXA1,SPANXB1,SPANXC,LDOC1	SPANXA1,NDUFB3P5,SPANXB1,SPANXC,SPANXA2-OT1,RNU6-3P,RBMX2P2,RPL36AP52,LDOC1	9	4	NA	NA	NA
chr1	222473207	223950130	1476924	*	41347	0.9828524439499843	785	41kb_98.3%		DISP1	TP53BP2,DISP1,SUSD4	TAF1A,TLR5,TP53BP2,CAPN2,CAPN8,DISP1,MIA3,SUSD4,AIDA,HHIPL2,BROX,CCDC185,FAM177B	TAF1A,TLR5,TP53BP2,CAPN2,CAPN8,DISP1,MIA3,SUSD4,AIDA,HHIPL2,BROX,CCDC185,ACTBP11,FAM177B,CICP5,NDUFB1P2,PHBP11,TAF1A-AS1,SNRPEP10,RNU4-57P,RNU6-791P,RNU6-1248P	22	13	NA	NA	NA
chr10	45676295	46813957	1137663	*	25924	0.9860361055392687	784	26kb_98.6%				SYT15,TIMM23,ANXA8L1,WASHC2C,AGAP4,GPRIN2,ANTXRL,MSMB,NCOA4,NPY4R	RHEBP1,SYT15,TIMM23,ANXA8L1,WASHC2C,AGAP4,AGAP7P,FAM25BP,FAM25E,BMS1P1,AGAP10P,AGAP14P,GPRIN2,CTSLP3,ANTXRL,SHLD2P1,RPL23AP61,RPL35AP23,RNA5SP310,RNA5SP311,GLUD1P2,LINC00842,HNRNPA1P33,ANTXRLP1,PARGP1,FAM21FP,RN7SL248P,SNORA74C-1,LINC02637,FAM245B,MSMB,NCOA4,NPY4R	33	10	NA	NA	NA
chr7	112975356	113492826	517471	*	6444	0.9885164494103041	783	6kb_98.9%				GPR85,SMIM30	GPR85,SMIM30	2	2	NA	NA	NA
chrX	141223925	141565182	341258	*	18979	0.981927393434849	783	19kb_98.2%				SPANXC	NDUFB3P5,SPANXC,SPANXA2-OT1,RBMX2P2	4	1	NA	NA	NA
chr10	133422646	133567484	144839	*	12955	0.9847935160169818	783	13kb_98.5%	SYCE1	SYCE1		SPRN,CYP2E1,SYCE1,SCART1	OR6L2P,OR7M1P,SPRN,CYP2E1,SYCE1,SCART1	6	4	NA	NA	NA
chr5	730410	821837	91428	*	27561	0.9768876310728929	782	28kb_97.7%				ZDHHC11,ZDHHC11B	ZDHHC11,ZDHHC11B,SPCS2P3,BRD9P2	4	2	NA	NA	NA
chr10	45676295	46334645	658351	*	28962	0.9786616946343485	782	29kb_97.9%				TIMM23,WASHC2C,AGAP4,ANTXRL,MSMB,NCOA4	TIMM23,WASHC2C,AGAP4,AGAP7P,FAM25E,AGAP10P,ANTXRL,RPL23AP61,RPL35AP23,RNA5SP310,ANTXRLP1,PARGP1,FAM21FP,SNORA74C-1,MSMB,NCOA4	16	6	NA	NA	NA
chr5	767215	878178	110964	*	2763	0.98914223669924	781	3kb_98.9%				ZDHHC11,BRD9,ZDHHC11B	ZDHHC11,BRD9,ZDHHC11B,SPCS2P3,BRD9P2	5	3	NA	NA	NA
chr7	75456184	76629927	1173744	*	26347	0.9900557938285194	781	26kb_99%	MDH2,POR	YWHAG,ZP3,HSPB1,MDH2,POR		CCL24,CCL26,YWHAG,ZP3,SSC4D,DTX2,STYXL1,UPK3B,TMEM120A,RHBDD2,SRRM3,POM121C,SPDYE5,HIP1,SPDYE16,HSPB1,MDH2,POMZP3,POR	CCL24,CCL26,YWHAG,ZP3,SSC4D,DTX2,STYXL1,UPK3B,TMEM120A,RHBDD2,SRRM3,SNORA14A,POM121C,SPDYE5,FDPSP2,RPL7L1P3,MIR4651,RNU6-863P,HIP1,SPDYE16,GTF2IP7,HSPB1,PPIAP81,MDH2,PMS2P3,POMZP3,POR	27	19	7q11.23_dist	2.521	29.89
chr17	43257197	43280860	23664	*	11166	0.983879634605051	779	11kb_98.4%				CCDC200	CCDC200	1	1	NA	NA	NA
chr7	72524833	72846677	321845	*	12004	0.982755748083972	778	12kb_98.3%				TYW1B	SBDSP1,TYW1B,MIR4650-2,RN7SL377P,RN7SL625P	5	1	NA	NA	NA
chr1	1632457	1699616	67160	*	29604	0.9736184299418997	777	30kb_97.4%			CDK11B	CDK11B,SLC35E2B,MMP23B	CDK11B,SLC35E2B,MMP23B	3	3	NA	NA	NA
chr22	42500173	42553733	53561	*	5710	0.984938704028021	776	6kb_98.5%				RRP7A,SERHL2	SERHL,RRP7A,SERHL2	3	2	NA	NA	NA
chr6	3153866	3224754	70889	*	1072	0.9972014925373134	775	1kb_99.7%		TUBB2A,TUBB2B		TUBB2A,TUBB2B	TUBB2A,TUBB2B,TUBB2BP1,LINC02525	4	2	NA	NA	NA
chrX	141223633	141678549	454917	*	21088	0.9770959787556904	775	21kb_97.7%				SPANXA1,SPANXA2,SPANXC	SPANXA1,NDUFB3P5,SPANXA2,SPANXC,SPANXA2-OT1,RBMX2P2	6	3	NA	NA	NA
chr17	18823787	20324531	1500745	*	23507	0.9865146552090867	775	24kb_98.7%	B9D1,ALDH3A2,GRAP	B9D1,ALDH3A2,GRAP	ULK2,SPECC1,FAM83G,MAPK7	RNF112,ULK2,EPN2,SLC5A10,B9D1,SLC47A1,SLC47A2,SPECC1,FAM83G,AKAP10,GRAPL,ALDH3A2,ALDH3A1,GRAP,MAPK7,MFAP4,PRPSAP2	SNORD3B-1,RNF112,ULK2,EPN2,KCTD9P1,SLC5A10,B9D1,SLC47A1,SLC47A2,CCDC144CP,SPECC1,FAM83G,SNORA59B,SNORD3A,SNORD3B-2,SNORD3C,SNORD3D,NMTRQ-TTG12-1,MIR1180,RPS2P46,RPL17P43,AKAP10,GRAPL,KYNUP1,KYNUP2,KYNUP3,ALDH3A2,ALDH3A1,EPN2-AS1,MTND1P14,MTND2P12,NDUFB4P3,GRAP,RN7SL627P,RNU6-258P,RNU6-467P,RNU6-1057P,SLC47A1P1,MTCO1P39,LINC02094,SLC47A1P2,MAPK7,MFAP4,PRPSAP2	44	17	NA	NA	NA
chr1	196747426	196830630	83205	*	33368	0.9703008870774394	774	33kb_97%	CFH	CFH		CFHR3,CFH,CFHR1	CFHR3,CFH,CFHR1	3	3	NA	NA	NA
chr2	107876301	108493300	617000	*	25100	0.9761752988047808	774	25kb_97.6%	SLC5A7	SLC5A7	GCC2	SULT1C2,SULT1C4,SLC5A7,GCC2,RGPD4,SULT1C3	SULT1C2,SULT1C4,SLC5A7,GCC2,RGPD4,SULT1C3,SULT1C2P1,RPL22P8,GMCL1P2,WASF1P1,LINC01593,LINC01594,SULT1C2P2,SETD6P1,SMIM12P1,ACTP1,SRSF3P5	17	6	NA	NA	NA
chrX	141553191	141677780	124590	*	25731	0.9741945513194201	774	26kb_97.4%				SPANXA1,SPANXA2	SPANXA1,SPANXA2,SPANXA2-OT1	3	2	NA	NA	NA
chr16	2611583	2693558	81976	*	3749	0.9845292077887436	773	4kb_98.5%				KCTD5	KCTD5,ERVK13-1,PDPK2P	3	1	NA	NA	NA
chr2	106237747	107905667	1667921	*	18378	0.9897703776254217	772	18kb_99%				ST6GAL2,CD8B2,RGPD3,RGPD4	ST6GAL2,PPP1R2P5,CD8B2,EEF1A1P12,RGPD3,RGPD4,RPS21P2,RPL27AP4,RPL22P10,ST6GAL2-IT1,GACAT1,RGPD4-AS1,LINC01789,LINC01885,LINC01886,SRSF3P4,ANAPC1P6,ILRUNP1,PLGLA	19	4	NA	NA	NA
chr17	14170711	15567588	1396878	*	23825	0.9870724029380903	768	24kb_98.7%	COX10,PMP22	COX10,PMP22		TEKT3,CDRT1,CDRT4,CDRT15,COX10,TVP23C,TVP23C-CDRT4,HS3ST3B1,PMP22	TEKT3,CDRT1,CDRT4,CDRT7,CDRT8,CDRT15,RPL9P2,COX10,TVP23C,RPS18P12,RPL23AP76,MIR4731,TVP23C-CDRT4,RN7SL792P,RNU6-799P,HS3ST3B1,LINC02096,PPIAP53,PMP22	19	9	HNPP	314.8	388.6
chr1	1666823	1733195	66373	*	7047	0.9787143465304385	764	7kb_97.9%				CDK11A,SLC35E2B	CDK11A,SLC35E2A,SLC35E2B,MMP23A	4	2	NA	NA	NA
chr2	106377190	107903191	1526002	*	2472	0.9927184466019418	764	2kb_99.3%				ST6GAL2,CD8B2,RGPD3,RGPD4	ST6GAL2,PPP1R2P5,CD8B2,EEF1A1P12,RGPD3,RGPD4,ST6GAL2-IT1,GACAT1,RGPD4-AS1,LINC01789,LINC01885,LINC01886,ANAPC1P6,PLGLA	14	4	NA	NA	NA
chr6	57046505	57090002	43498	*	1777	0.9808666291502532	764	2kb_98.1%			ZNF451	ZNF451,KIAA1586	ZNF451,KIAA1586	2	2	NA	NA	NA
chr15	30342561	30726889	384329	*	81285	0.941391400627422	764	81kb_94.1%				CHRFAM7A,ARHGAP11B,GOLGA8H,GOLGA8R,GOLGA8Q	ULK4P2,CHRFAM7A,ARHGAP11B,GOLGA8H,GOLGA8R,GOLGA8Q,RN7SL196P,RN7SL628P,RN7SL796P,DNM1P50	10	5	NA	NA	NA
chr1	246605408	246634715	29308	*	1866	0.9807073954983923	763	2kb_98.1%			CNST	CNST	CNST	1	1	NA	NA	NA
chr6	31815225	31827421	12197	*	2463	0.9805115712545676	763	2kb_98.1%				HSPA1A,HSPA1L	HSPA1A,HSPA1L	2	2	NA	NA	NA
chr16	15189293	18289280	3099988	*	297104	0.9905824223167645	763	297kb_99.1%	XYLT1,NDE1,ABCC6,MYH11	XYLT1,NDE1,ABCC1,ABCC6,MYH11	ABCC1	XYLT1,NDE1,BMERB1,NOMO3,CEP20,MPV17L,MARF1,NPIPA5,NPIPA7,ABCC1,ABCC6,MYH11	XYLT1,NDE1,BMERB1,NOMO3,CEP20,MPV17L,MARF1,PKD1P1,PKD1P2,MIR484,RPL7P47,RPL15P20,RPL17P40,MIR3179-2,MIR3180-2,NPIPA5,NPIPA7,MIR3670-2,RNU6-213P,MIR6770-2,MIR6511A2,MIR6506,MIR6511A3,ABCC1,TCERG1P2,ABCC6,MYH11	27	12	NA	NA	NA
chr3	195620733	195746134	125402	*	2133	0.9798406000937646	762	2kb_98%				MUC20	MUC20,SDHAP2,MIR570,SMBD1P,MUC20-OT1	5	1	NA	NA	NA
chr17_GL000258v2_alt	549392	1355937	806546	*	127908	0.9941755011414454	759	128kb_99.4%	MAPT	KANSL1,MAPT	CRHR1,MAPT	STH,CRHR1,KANSL1,SPPL2C,MAPT	STH,CRHR1,KANSL1,SPPL2C,MAPT	5	5	17q21.31	0	224.2
chr16	152721	162933	10213	*	1722	0.9779326364692218	758	2kb_97.8%				HBM,HBZ	HBM,HBZ	2	2	NA	NA	NA
chr7	72975518	73387381	411864	*	24430	0.9657388456815391	755	24kb_96.6%				NSUN5,TRIM50,SPDYE8,FKBP6,SPDYE9,SPDYE11	NSUN5,TRIM50,NCF1B,GTF2IRD2P1,PMS2P6,PMS2P7,PMS2P8,SPDYE8,STAG3L3,POM121B,FKBP6,PHBP5,SPDYE9,RNU6-1080P,SPDYE10P,SPDYE11,GTF2IP4	17	6	NA	NA	NA
chr22	42506106	42566420	60315	*	13422	0.9709432275368798	755	13kb_97.1%				RRP7A,SERHL2	SERHL,RRP7A,SERHL2,RRP7BP,RN7SKP80	5	2	NA	NA	NA
chr7	74895058	76903715	2008658	*	73319	0.9624244738744391	754	73kb_96.2%	MDH2,POR	YWHAG,ZP3,HSPB1,MDH2,POR		CCL24,CCL26,YWHAG,ZP3,SSC4D,RCC1L,DTX2,TRIM73,STYXL1,UPK3B,TMEM120A,RHBDD2,SRRM3,GTF2IRD2B,POM121C,SPDYE5,CASTOR2,HIP1,SPDYE13,SPDYE14,SPDYE15,SPDYE16,HSPB1,MDH2,POMZP3,POR	CCL24,CCL26,YWHAG,ZP3,SSC4D,RCC1L,DTX2,TRIM73,STYXL1,NSUN5P1,UPK3B,TMEM120A,RHBDD2,SRRM3,NCF1C,SNORA14A,GTF2IRD2B,STAG3L1,POM121C,SPDYE5,FDPSP2,CASTOR2,PHBP6,RPL7L1P3,MIR4651,GTF2IP1,RNU6-863P,HIP1,SPDYE12P,SPDYE13,SPDYE14,SPDYE15,SPDYE16,GTF2IP7,HSPB1,PPIAP81,MDH2,PMS2P10,PMS2P2,PMS2P3,PMS2P5,POMZP3,POR	43	26	NA	NA	NA
chrY	6243003	9451649	3208647	*	124422	0.9449052418382601	754	124kb_94.5%		TBL1Y		TBL1Y,TSPY2,TSPY3,TSPY4,TSPY8,AMELY	TTTY7,TTTY11,TTTY12,GPR143P,TBL1Y,TTTY18,TTTY19,TTTY20,RBMY1A3P,CDY3P,OFD1P3Y,RBMY2KP,RBMY2GP,RBMY2HP,TSPY11P,TSPY12P,RBMY2JP,TSPY2,ATP5PFP1,RFTN1P1,TSPY3,TSPY7P,TSPY4,FAM197Y6,FAM197Y7,FAM197Y8,TSPY8,FAM197Y9,TTTY8B,TSPY17P,USP9YP4,TTTY21B,TTTY1B,TTTY2B,TTTY23B,TSPY19P,ELOCP4,ZNF736P7Y,ZNF736P8Y,ZNF736P9Y,TRIM60P3Y,ZNF736P10Y,GOT2P5,ZNF736P6Y,LINC00279,TSPY24P,MTND2P3,MTND1P1,MTCYBP1,MTND6P1,SRIP3,USP9YP22,BPY2DP,LINC00280,ZNF92P1Y,RN7SKP282,AMELY,RNU6-521P,RNU6-941P,PRKY	60	6	NA	NA	NA
chr1	145809382	148064592	2255211	*	14401	0.9931949170196515	751	14kb_99.3%	POLR3GL,HJV,PEX11B,RBM8A	CHD1L,POLR3GL,GJA5,GJA8,HJV,PEX11B,RBM8A	ITGA10	BCL9,GPR89B,PIAS3,TXNIP,RNF115,CHD1L,NBPF12,ANKRD35,NUDT17,ANKRD34A,POLR3GL,LIX1L,ACP6,POLR3C,NOTCH2NLA,NBPF10,FMO5,GJA5,GJA8,HJV,PPIAL4H,ITGA10,PEX11B,PRKAB2,RBM8A	BCL9,GPR89B,GNRHR2,PIAS3,TXNIP,NUDT4P2,RNF115,CHD1L,NBPF12,ANKRD35,NUDT17,ANKRD34A,POLR3GL,LIX1L,ACP6,POLR3C,OR13Z1P,OR13Z2P,OR13Z3P,NOTCH2NLA,PDZK1P1,NBPF10,NBPF13P,HYDIN2,CCT8P1,RPL7AP15,RNVU1-7,FMO5,LIX1L-AS1,GJA5,GJA8,PFN1P8,LINC00624,PDIA3P1,RN7SL261P,RNU6-1071P,RNVU1-6,RNVU1-8,RNU1-129P,HJV,MIR6736,LINC01719,RNU1-151P,RNA5SP536,PPIAL4H,SEC22B4P,LINC02804,RNVU1-25,RNVU1-29,SSBL4P,ITGA10,PEX11B,PRKAB2,RBM8A	54	25	NA	NA	NA
chr22	20689325	21240029	550705	*	14059	0.967636389501387	748	14kb_96.8%	SNAP29,LZTR1,PI4KA	SNAP29,CRKL,SERPIND1,LZTR1,PI4KA	PI4KA	SLC7A4,SNAP29,THAP7,CRKL,AIFM3,LRRC74B,GGT2,SERPIND1,LZTR1,P2RX6,PI4KA	BCRP2,BCRP5,SLC7A4,SNAP29,POM121L4P,THAP7,CRKL,TUBA3FP,TMEM191A,AIFM3,MIR649,FAM230B,P2RX6P,LRRC74B,POM121L7P,THAP7-AS1,GGT2,TUBA3GP,SERPIND1,E2F6P2,LINC01637,FAM247A,LZTR1,P2RX6,PI4KA	25	11	22q11.2_LCRC-D	0	74.73
chr19	54219877	54239621	19745	*	5213	0.9714176098215999	748	5kb_97.1%				RPS9,LILRA6,LILRB3	RPS9,LILRA6,LILRB3	3	3	NA	NA	NA
chr4	68806543	69351472	544930	*	109037	0.9195685868099819	747	109kb_92%				UGT2B10,UGT2B11,UGT2B7,UGT2B28,UGT2A3	UGT2B10,UGT2B11,UGT2B26P,UGT2B27P,UGT2B7,UGT2B28,UGT2A3	7	5	NA	NA	NA
chr22	20700323	21465652	765330	*	19623	0.9807878509911838	746	20kb_98.1%	SNAP29,LZTR1,PI4KA	SNAP29,CRKL,SERPIND1,LZTR1,PI4KA	PI4KA	SLC7A4,SNAP29,HIC2,THAP7,CRKL,AIFM3,RIMBP3B,LRRC74B,GGT2,SERPIND1,FAM246A,LZTR1,P2RX6,PI4KA	BCRP2,SLC7A4,SNAP29,HIC2,THAP7,CRKL,TUBA3FP,TMEM191A,AIFM3,MIR649,FAM230B,RIMBP3B,P2RX6P,LRRC74B,POM121L7P,POM121L8P,BCRP6,THAP7-AS1,PPP1R26P5,GGT2,TUBA3GP,RN7SKP63,SERPIND1,E2F6P2,E2F6P3,LINC01637,LINC01651,FAM230H,FAM246A,FAM247A,LZTR1,P2RX6,PI4KA	33	14	NA	NA	NA
chrX	152982558	153312693	330136	*	5354	0.9701158012700785	745	5kb_97%				PNMA3,PNMA5,PNMA6A,PWWP4,MAGEA1	PNMA3,PNMA5,PNMA6B,PNMA6A,HMGN2P48,PWWP4,MAGEA1	7	5	NA	NA	NA
chr7	55728131	56504449	776319	*	75779	0.9503820319613613	741	76kb_95%	PSPH	CHCHD2,ZNF713,PSPH		MRPS17,CCT6A,SUMF2,CHCHD2,ZNF713,SEPTIN14,NIPSNAP2,NUPR2,PHKG1,PSPH	MRPS17,CCT6A,SUMF2,CHCHD2,ZNF713,CCNJP1,SNORA15,SEPTIN14,CICP8,NMD3P2,CICP11,CICP12,SUMO2P3,RBM22P3,NIPSNAP2,NUPR2,RNU6-1052P,RNU6-1126P,RNU6-1335P,SEPTIN14P24,SNORA22B,IFITM3P4,PHKG1,PSPH,PSPHP1	25	10	NA	NA	NA
chr10	27095817	27106198	10382	*	1071	0.9701213818860878	741	1kb_97%		ANKRD26	ANKRD26	ANKRD26	ANKRD26	1	1	NA	NA	NA
chr15	84310943	85205518	894576	*	149496	0.9756314550222079	741	149kb_97.6%	ALPK3,WDR73	ALPK3,WDR73	PDE8A	SLC28A1,ALPK3,SEC11A,ZSCAN2,WDR73,ZNF592,NMB,PDE8A	SCAND2P,SLC28A1,ALPK3,SEC11A,ZSCAN2,WDR73,ZNF592,CSPG4P5,GOLGA6L5P,UBE2Q2P1,EGLN1P1,NIFKP8,RN7SL417P,RNU6-339P,RNU6-796P,CSPG4P12,DNM1P51,LINC00933,UBE2Q2P11,UBE2Q2P12,NMB,PDE8A	22	8	15q25_BPC-BPC	0	44.84
chr22	24286747	24667431	380685	*	10956	0.9652245345016429	741	11kb_96.5%	UPB1,GGT1	UPB1,SPECC1L,GGT1	GGT1	SNRPD3,GUCD1,UPB1,ADORA2A,SPECC1L,LRRC75B,GGT1,SPECC1L-ADORA2A	BCRP3,SNRPD3,GUCD1,UPB1,ADORA2A,SPECC1L,LRRC75B,POM121L10P,ADORA2A-AS1,GGT1,SPECC1L-ADORA2A	11	8	NA	NA	NA
chr14	73527707	73555731	28025	*	25028	0.9579670768739013	741	25kb_95.8%				HEATR4,ACOT1	HEATR4,NT5CP2,ACOT1	3	2	NA	NA	NA
chr5	677959	770012	92054	*	6873	0.9663902226102139	740	7kb_96.6%				TPPP,ZDHHC11B	TPPP,ZDHHC11B,BRD9P2	3	2	NA	NA	NA
chr22	16541148	16866988	325841	*	3439	0.9680139575457982	739	3kb_96.8%				CCT8L2,XKR3	VWFP1,CCT8L2,HSFY1P1,ZNF402P,FABP5P11,PARP4P3,XKR3,GPM6BP3,SLC25A15P5,ANKRD62P1,ANKRD62P1-PARP4P3,TPTEP1,LINC01665,KCNMB3P1	14	2	NA	NA	NA
chrX	135813032	135941933	128902	*	52439	0.9413795076183756	735	52kb_94.1%				CT45A2,SAGE1,CT45A7,CT45A8,CT45A9,CT45A10	CT45A2,SAGE1,CT45A7,CT45A8,CT45A9,CT45A10	6	6	NA	NA	NA
chr13	22911590	24323812	1412223	*	54149	0.9501006482114166	734	54kb_95%	SACS,SGCG,MIPEP	SACS,SGCG,MIPEP	SPATA13	SACS,SGCG,TNFRSF19,SPATA13,C1QTNF9,C1QTNF9B,MIPEP	SACS,SGCG,TNFRSF19,HMGA1P6,SPATA13,C1QTNF9,C1QTNF9B,MIR2276,NUS1P2,TATDN2P3,SDAD1P4,MTCO3P2,SACS-AS1,IPO7P2,PCOTH,SPATA13-AS1,C1QTNF9-AS1,RPLP1P13,LINC00327,RNY3P4,RNU6-58P,LINC00352,LINC00362,ANKRD20A19P,LINC00621,MIPEP	26	7	13q12.12	211.7	104.6
chr5	141096020	141101873	5854	*	1243	0.9662107803700724	733	1kb_96.6%				PCDHB2,PCDHB3	PCDHB2,PCDHB3	2	2	NA	NA	NA
chr6	160604174	160627329	23156	*	20660	0.9560987415295257	733	21kb_95.6%				LPA	LPA	1	1	NA	NA	NA
chr1	152787208	152797703	10496	*	1074	0.9655493482309124	732	1kb_96.6%				LCE1D,LCE1E	LCE1D,LCE1E	2	2	NA	NA	NA
chr2	240029508	240045151	15644	*	1070	0.9654205607476636	732	1kb_96.5%				OR6B2,OR6B3	OR6B2,OR6B3	2	2	NA	NA	NA
chr5	141123226	141157229	34004	*	1011	0.9653808110781404	732	1kb_96.5%				PCDHB4,PCDHB5,PCDHB6	PCDHB17P,PCDHB4,PCDHB5,PCDHB6	4	3	NA	NA	NA
chr17	20830779	22534649	1703871	*	38118	0.9605435752138097	732	38kb_96.1%				USP22,TMEM11,DHRS7B,NATD1,MTRNR2L1,KCNJ18,KCNJ12,MAP2K3	RNASEH1P1,UBBP4,USP22,TMEM11,DHRS7B,LINC02693,NATD1,FAM27E5,CCDC144NL,ABHD17AP6,NMTRS-TGA3-1,RPL21P120,MTRNR2L1,FTLP13,KCNJ18,MTND1P15,MTND2P13,NCOR1P2,MTATP6P3,RN7SL426P,RNU6-1178P,PDLIM1P2,EIF1P5,CCDC144NL-AS1,LINC01563,MTCYBP13,MTCO3P13,MTND6P35,LINC02002,SPECC1P2,KCNJ12,MAP2K3	32	8	NA	NA	NA
chr22	20731437	21485124	753688	*	6474	0.9810009267840594	732	6kb_98.1%	SNAP29,LZTR1,PI4KA	SNAP29,CRKL,SERPIND1,LZTR1,PI4KA	PI4KA	SLC7A4,SNAP29,HIC2,THAP7,CRKL,AIFM3,TMEM191C,RIMBP3B,LRRC74B,GGT2,SERPIND1,FAM246A,LZTR1,P2RX6,PI4KA	BCRP2,SLC7A4,SNAP29,HIC2,THAP7,CRKL,TUBA3FP,AIFM3,MIR649,FAM230B,PI4KAP2,TMEM191C,RIMBP3B,P2RX6P,LRRC74B,POM121L7P,POM121L8P,BCRP6,THAP7-AS1,PPP1R26P5,GGT2,TUBA3GP,RN7SKP63,SERPIND1,E2F6P2,E2F6P3,LINC01637,LINC01651,FAM230H,FAM246A,FAM247A,LZTR1,P2RX6,PI4KA	34	15	NA	NA	NA
chr22	22627876	23306925	679050	*	13992	0.9659090909090909	732	14kb_96.6%				BCR,RSPH14,GGTLC2,IGLL5,GNAZ,RAB36	BCR,BCRP4,RSPH14,FBXW4P1,IGLVVI-22-1,IGLVVI-25-1,POM121L1P,GGTLC2,MIR650,IGLL5,BCRP8,MIR5571,GNAZ,RN7SL263P,IGLC1,IGLC2,IGLC3,IGLC4,IGLC5,IGLC6,IGLC7,IGLJ1,IGLJ2,IGLJ3,IGLJ4,IGLJ5,IGLJ6,IGLJ7,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-28,IGLV2-5,IGLV2-8,IGLV3-1,IGLV3-10,IGLV3-12,IGLV3-13,IGLV3-15,IGLV3-16,IGLV3-17,IGLV3-19,IGLV3-2,IGLV3-21,IGLV3-22,IGLV3-24,IGLV3-25,IGLV3-26,IGLV3-27,IGLV3-29,IGLV3-4,IGLV3-6,IGLV3-7,IGLV3-9,IGLV4-3,IGLVI-20,RAB36	58	6	22q11.2_LCRF-G	0	119.6
chr4	68504930	68622231	117302	*	48837	0.9412126051968794	731	49kb_94.1%				UGT2B17	UGT2B17,UGT2B29P	2	1	NA	NA	NA
chr7	150482250	150675005	192756	*	2937	0.9635682669390535	730	3kb_96.4%				GIMAP4,GIMAP6,GIMAP7	GIMAP4,GIMAP6,GIMAP7,STRADBP1,ALDH7A1P3	5	3	NA	NA	NA
chr22	25426105	25575611	149507	*	1016	0.9645669291338582	730	1kb_96.5%				GRK3	IGLVIVOR22-1,CRYBB2P1,GRK3,MIR6817	4	1	NA	NA	NA
chr2	110494252	112495644	2001393	*	6048	0.9831349206349206	729	6kb_98.3%	ANAPC1,MERTK	BUB1,ANAPC1,MERTK	BUB1,MERTK	BUB1,ANAPC1,TTL,ZC3H6,ACOXL,TMEM87B,FBLN7,ZC3H8,RGPD6,MERTK,RGPD8,BCL2L11	BUB1,ANAPC1,TTL,ZC3H6,ACOXL,TMEM87B,FBLN7,ZC3H8,RGPD6,MIR4435-2HG,RPL22P12,RPS14P4,RPL5P9,RPL34P8,ACOXL-AS1,MIR4771-2,MIR4435-2,DBF4P2,NDUFB4P6,RN7SL297P,EEF1E1P1,VINAC1P,SOCAR,CENPNP2,SLC30A6P1,RTRAFP1,MERTK,PAFAH1B1P2,RGPD8,BCL2L11	30	12	NA	NA	NA
chr11	118678040	118690945	12906	*	1050	0.9638095238095238	729	1kb_96.4%	TREH	TREH		TREH	TREH,TREHP1	2	1	NA	NA	NA
chr7	32706195	34906127	2199933	*	88610	0.9537298273332581	728	89kb_95.4%	NT5C3A,BMPER,BBS9	RP9,NT5C3A,BMPER,BBS9	BMPER	RP9,NT5C3A,KBTBD2,NPSR1,BMPER,BBS9,FKBP9	RP9,NT5C3A,KBTBD2,NPSR1-AS1,DPY19L1P1,DPY19L1P2,NPSR1,BMPER,BBS9,MIR550A2,RP9P,RPS29P14,RPL7P31,FKBP9,MIR550B2,ZNRF2P1,RNA5SP229,NCAPD2P1,RN7SL132P,RN7SL505P,RNU6-388P,RNU6-438P,LINC00997	23	7	NA	NA	NA
