seqnames	start	end	width	strand	length	identity	score	info	biallelic	omim_ddd	pRec	allgenescoding	allgenes	numallgenes	name	freq	freqCMA
chr2	111153516	111455766	302251	*	1286	1	801	1kb_100%		BUB1	BUB1	BUB1,RGPD6,LIMS3L	BUB1,RGPD6,LIMS3L	3	NA	NA	NA
chr17	77495191	77596461	101271	*	33994	0.99852915220333	801	34kb_99.9%				RBFOX3	RBFOX3	1	NA	NA	NA
chr1	1567836	1631055	63220	*	16619	0.9913352187255551	800	17kb_99.1%			CDK11B	CDK11B,SLC35E2B,MMP23B	CDK11B,SLC35E2B,MMP23B	3	NA	NA	NA
chrX	140087638	140673412	585775	*	28379	0.9864336305014271	799	28kb_98.6%				SPANXA1,SPANXB1,SPANXC,LDOC1	SPANXA1,SPANXB1,SPANXC,SPANXA2-OT1,RNU6-3P,RBMX2P2,LDOC1	7	NA	NA	NA
chr5	703344	793061	89718	*	39245	0.9785705185373933	796	39kb_97.9%				ZDHHC11,ZDHHC11B	ZDHHC11,ZDHHC11B	2	NA	NA	NA
chr2	87137003	87495442	358440	*	10519	0.9922045821846183	795	11kb_99.2%				RGPD1,PLGLB1	RGPD1,MIR4771-2,MIR4771-1,ANAPC1P1,PLGLB1	5	NA	NA	NA
chr22	22308868	22574960	266093	*	3998	0.9949974987493747	794	4kb_99.5%			TOP3B	TOP3B	TOP3B,IGLVIV-66-1,BMP6P1,SOCS2P2,ABHD17AP5,PRAMENP,IGLV1-62,IGLV10-54,IGLV10-67,IGLV11-55,IGLV4-60,IGLV4-69,IGLV6-57,IGLV8-61,IGLVI-56,IGLVI-63,IGLVI-68,IGLVI-70,IGLVIV-53,IGLVIV-59,IGLVIV-64,IGLVIV-65,IGLVV-58,IGLVV-66	24	NA	NA	NA
chr1	196756101	196880626	124526	*	37020	0.9747703943814154	787	37kb_97.5%				CFHR4,CFHR3,CFHR1,CFHR2	CFHR4,CFHR3,CFHR1,CFHR2	4	NA	NA	NA
chr19	52132528	52148952	16425	*	1308	0.9931192660550459	787	1kb_99.3%				SIGLEC5,SIGLEC14	SIGLEC5,SIGLEC14	2	NA	NA	NA
chr1	1617302	1672081	54780	*	10728	0.9876957494407159	786	11kb_98.8%				CDK11A,SLC35E2,SLC35E2B	CDK11A,SLC35E2,SLC35E2B,MMP23A	4	NA	NA	NA
chr1	222645817	224137469	1491653	*	41347	0.9828524439499843	785	41kb_98.3%		DISP1	TP53BP2,DISP1,SUSD4	TAF1A,TLR5,TP53BP2,CAPN2,CAPN8,DISP1,MIA3,SUSD4,AIDA,HHIPL2,BROX,C1orf65,FAM177B	TAF1A,TLR5,TP53BP2,CAPN2,CAPN8,DISP1,MIA3,SUSD4,AIDA,HHIPL2,BROX,C1orf65,ACTBP11,FAM177B,CICP5,NDUFB1P2,PHBP11,SNRPEP10,RN7SL276P,RNU4-57P,RNU6-791P,RNU6-1248P	22	NA	NA	NA
chr5	180375027	180430528	55502	*	1263	0.9912905779889153	784	1kb_99.1%				BTNL3,BTNL8	BTNL3,BTNL8	2	NA	NA	NA
chrX	140318104	140653251	335148	*	19010	0.9824302998421883	784	19kb_98.2%				SPANXC	SPANXC,SPANXA2-OT1,RBMX2P2	3	NA	NA	NA
chrY	6115894	9252255	3136362	*	129848	0.9565491959829955	784	130kb_95.7%		TBL1Y		TSPY1,TBL1Y,TSPY2,TSPY3,TSPY4,TSPY8,AMELY	TSPY1,TTTY7,TTTY11,TTTY12,GPR143P,TBL1Y,TTTY16,TTTY18,TTTY19,TTTY20,RBMY1A3P,CDY3P,OFD1P3Y,RBMY2KP,RBMY2GP,RBMY2HP,TSPY11P,TSPY12P,RBMY2JP,TSPY2,ATP5JP1,RFTN1P1,TSPY3,TSPY7P,TSPY4,FAM197Y6,FAM197Y7,FAM197Y8,TSPY8,FAM197Y9,TTTY8B,TSPY17P,USP9YP4,TTTY21B,TTTY1B,TTTY2B,TSPY19P,TCEB1P4,ZNF736P7Y,ZNF736P8Y,ZNF736P9Y,TRIM60P3Y,ZNF736P10Y,GOT2P5,ZNF736P6Y,LINC00279,TSPY24P,MTND2P3,MTND1P1,MTCYBP1,MTND6P1,SRIP3,USP9YP22,BPY2DP,LINC00280,ZNF92P1Y,RN7SKP282,AMELY,RNU6-521P,RNU6-941P,PRKY	61	NA	NA	NA
chr7	112615411	113132881	517471	*	6444	0.9885164494103041	783	6kb_98.9%				GPR85,LINC00998	GPR85,LINC00998	2	NA	NA	NA
chr10	135236150	135380988	144839	*	12955	0.9847935160169818	783	13kb_98.5%	SYCE1	SYCE1		SPRN,CYP2E1,SYCE1	OR6L2P,OR7M1P,SPRN,CYP2E1,SYCE1	5	NA	NA	NA
chr5	730525	821952	91428	*	27561	0.9768876310728929	782	28kb_97.7%				ZDHHC11,ZDHHC11B	ZDHHC11,ZDHHC11B,SPCS2P3	3	NA	NA	NA
chr1	145294870	146397331	1102462	*	73899	0.9700943179204049	781	74kb_97%	POLR3GL,HFE2,PEX11B,RBM8A	POLR3GL,HFE2,PEX11B,RBM8A	ITGA10	PIAS3,TXNIP,CD160,RNF115,NBPF12,ANKRD35,NUDT17,ANKRD34A,POLR3GL,LIX1L,POLR3C,GPR89A,GPR89C,NBPF10,NBPF11,HFE2,ITGA10,PDZK1,PEX11B,RBM8A	GNRHR2,PIAS3,TXNIP,CD160,RNF115,NBPF12,ANKRD35,NUDT17,ANKRD34A,POLR3GL,LIX1L,POLR3C,PDZK1P1,GPR89A,GPR89C,NBPF10,NBPF11,HYDIN2,ABHD17AP2,RNVU1-7,RNA5SP57,PFN1P8,PFN1P5,RNVU1-6,RNU1-137P,HFE2,ITGA10,PDZK1,PEX11B,RBM8A	30	NA	NA	NA
chr5	767330	878293	110964	*	2763	0.98914223669924	781	3kb_98.9%				ZDHHC11,BRD9	ZDHHC11,BRD9,SPCS2P3	3	NA	NA	NA
chr7	75099819	76264105	1164287	*	26344	0.9901305800182205	781	26kb_99%	MDH2,POR	YWHAG,ZP3,HSPB1,MDH2,POR		CCL24,CCL26,YWHAG,ZP3,SRCRB4D,DTX2,STYXL1,UPK3B,RHBDD2,SRRM3,POM121C,HIP1,HSPB1,MDH2,POMZP3,POR	CCL24,CCL26,YWHAG,ZP3,SRCRB4D,DTX2,STYXL1,UPK3B,TMEM120A,RHBDD2,SRRM3,SNORA14A,POM121C,FDPSP2,RPL7L1P3,MIR4651,RN7SL212P,RN7SL642P,RNU6-863P,HIP1,HSPB1,MDH2,PMS2P3,POMZP3,POR	25	NA	NA	NA
chr1	1586689	1652901	66213	*	8844	0.9848484848484849	779	9kb_98.5%			CDK11B	CDK11B,CDK11A,SLC35E2B	CDK11B,CDK11A,SLC35E2B,MMP23A	4	NA	NA	NA
chr10	51227135	51741046	513912	*	19879	0.9792746113989638	779	20kb_97.9%			NCOA4	TIMM23,AGAP8,AGAP7,TIMM23B,MSMB,NCOA4	TIMM23,AGAP8,AGAP7,TIMM23B,RNA5SP316,RNA5SP317,PARGP1,LINC00843,MSMB,NCOA4	10	NA	NA	NA
chrX	140317812	140766707	448896	*	21074	0.9773180222074594	776	21kb_97.7%				SPANXA1,SPANXA2,SPANXC	SPANXA1,SPANXA2,SPANXC,SPANXA2-OT1,RBMX2P2	5	NA	NA	NA
chr10	46244582	51717694	5473113	*	135963	0.9848635290483441	776	136kb_98.5%	SLC18A3,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,RBP3	SLC18A3,CHAT,PGBD3,ERCC6,GDF2,ERCC6-PGBD3,RBP3	OGDHL,C10orf71,ERCC6,NCOA4,RBP3	SLC18A3,SYT15,TIMM23,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21C,FAM21B,FAM21D,PTPN20A,PTPN20B,ASAH2C,AGAP4,AGAP10,AGAP9,AGAP8,AGAP7,ZNF488,TIMM23B,FAM25B,FAM25C,FAM25E,FAM25G,GPRIN2,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,WDFY4,ARHGAP22,ERCC6,GDF10,GDF2,ERCC6-PGBD3,ANXA8,MAPK8,MSMB,NCOA4,PARG,NPY4R,RBP3	RHEBP1,SLC18A3,FRMPD2P1,SYT15,TIMM23,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21C,FAM21B,FAM21D,PTPN20A,PTPN20B,PTPN20CP,FRMPD2P2,ASAH2C,AGAP4,CTGLF8P,AGAP10,AGAP9,AGAP8,AGAP7,ZNF488,CTSLP5,TIMM23B,FAM25B,FAM25C,FAM25E,FAM25D,FAM25G,FAM25HP,GLUD1P6,CTSLP7,GLUD1P7,GLUD1P8,BMS1P1,BMS1P2,BMS1P5,BMS1P6,BMS1P7,CTGLF11P,CTGLF12P,GPRIN2,CTSLP2,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,WDFY4,ARHGAP22,DUSP8P1,DUSP8P3,FAM35BP,SLC9A3P4,FAM35DP,ERCC6,MIR4294,GDF10,GDF2,ARHGAP22-IT1,RNA5SP310,RNA5SP311,RNA5SP312,RNA5SP313,RNA5SP314,RNA5SP315,RNA5SP316,GLUD1P2,LINC00842,HNRNPA1P33,RHEBP2,AHCYP1,DUSP8P2,DUSP8P4,ANTXRLP1,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,RN7SL248P,RN7SL453P,RN7SL527P,ERCC6-PGBD3,ANXA8,MAPK8,MSMB,NCOA4,PARG,NPY4R,RBP3	98	10q11.21q11.23	141.2	74.73
chr22	42896179	42949739	53561	*	5710	0.984938704028021	776	6kb_98.5%				RRP7A,SERHL2	SERHL,RRP7A,SERHL2	3	NA	NA	NA
chr6	3154100	3224988	70889	*	1072	0.9972014925373134	775	1kb_99.7%		TUBB2A,TUBB2B		TUBB2A,TUBB2B	TUBB2A,TUBB2B,TUBB2BP1	3	NA	NA	NA
chrX	140639005	140765790	126786	*	25779	0.9745529306800108	775	26kb_97.5%				SPANXA1,SPANXA2	SPANXA1,SPANXA2,SPANXA2-OT1	3	NA	NA	NA
chr17	18727100	20227844	1500745	*	23507	0.9865146552090867	775	24kb_98.7%	B9D1,ALDH3A2,GRAP	B9D1,ALDH3A2,GRAP	ULK2,SPECC1,FAM83G,MAPK7	RNF112,ULK2,EPN2,SLC5A10,B9D1,SLC47A1,SLC47A2,SPECC1,FAM83G,AKAP10,GRAPL,ALDH3A2,ALDH3A1,GRAP,MAPK7,MFAP4,PRPSAP2	SNORD3B-1,RNF112,ULK2,EPN2,KCTD9P1,SLC5A10,B9D1,SLC47A1,SLC47A2,CCDC144CP,SPECC1,FAM83G,SNORA59B,SNORD3A,SNORD3B-2,SNORD3C,SNORD3D,TRNAQ41P,MIR1180,RPS2P46,RPL17P43,AKAP10,GRAPL,KYNUP1,KYNUP2,KYNUP3,ALDH3A2,ALDH3A1,EPN2-AS1,MTND1P14,MTND2P12,GRAP,RN7SL627P,RNU6-258P,RNU6-1057P,MAPK7,MFAP4,PRPSAP2	38	NA	NA	NA
chr1	196724061	196805082	81022	*	33367	0.9702999970030269	774	33kb_97%				CFHR3,CFHR1,CFHR2	CFHR3,CFHR1,CFHR2	3	NA	NA	NA
chr2	108492757	109109756	617000	*	25100	0.9761752988047808	774	25kb_97.6%	SLC5A7	SLC5A7	GCC2	SULT1C2,SULT1C4,SLC5A7,GCC2,RGPD4,SULT1C3	SULT1C2,SULT1C4,SLC5A7,GCC2,RGPD4,SULT1C3,SULT1C2P1	7	NA	NA	NA
chr16	2661584	2743559	81976	*	3749	0.9845292077887436	773	4kb_98.5%				KCTD5	KCTD5,ERVK13-1	2	NA	NA	NA
chr2	106854203	108522123	1667921	*	18378	0.9897703776254217	772	18kb_99%				ST6GAL2,RGPD3,RGPD4	ST6GAL2,PPP1R2P5,CD8BP,EEF1A1P12,RGPD3,RGPD4,ST6GAL2-IT1,GACAT1,RGPD4-AS1,PLGLA	10	NA	NA	NA
chr19	54723746	54743497	19752	*	5219	0.9835217474611995	772	5kb_98.4%				RPS9,LILRA6,LILRB3	RPS9,LILRA6,LILRB3	3	NA	NA	NA
chr1	1604241	1666776	62536	*	4922	0.9827305973181634	770	5kb_98.3%				CDK11A,SLC35E2,SLC35E2B	CDK11A,SLC35E2,SLC35E2B,MMP23A	4	NA	NA	NA
chrX	52009883	52309630	299748	*	2135	0.9840749414519906	770	2kb_98.4%				XAGE1B,XAGE2B,XAGE1A	XAGE1B,XAGE2B,RBM22P6,RBM22P7,RBM22P10,XAGE1A	6	NA	NA	NA
chr17	14074028	15470902	1396875	*	23825	0.9870724029380903	768	24kb_98.7%	COX10	COX10,PMP22		TEKT3,CDRT1,CDRT4,CDRT15,COX10,TVP23C,TVP23C-CDRT4,HS3ST3B1,PMP22	TEKT3,CDRT1,CDRT4,CDRT7,CDRT8,CDRT15,RPL9P2,COX10,TVP23C,RPS18P12,RPL23AP76,MIR4731,TVP23C-CDRT4,RN7SL792P,RNU6-799P,HS3ST3B1,PMP22	17	HNPP	314.8	388.6
chr2	106993646	108519647	1526002	*	2472	0.9927184466019418	764	2kb_99.3%				ST6GAL2,RGPD3,RGPD4	ST6GAL2,PPP1R2P5,CD8BP,EEF1A1P12,RGPD3,RGPD4,ST6GAL2-IT1,GACAT1,RGPD4-AS1,PLGLA	10	NA	NA	NA
chr6	56911303	56954800	43498	*	1777	0.9808666291502532	764	2kb_98.1%			ZNF451	ZNF451,KIAA1586	ZNF451,KIAA1586	2	NA	NA	NA
chr1	246768710	246798017	29308	*	1866	0.9807073954983923	763	2kb_98.1%			CNST	CNST	CNST	1	NA	NA	NA
chr6	31783002	31795198	12197	*	2463	0.9805115712545676	763	2kb_98.1%				HSPA1A,HSPA1L	HSPA1A,HSPA1L	2	NA	NA	NA
chr3	195347604	195473005	125402	*	2133	0.9798406000937646	762	2kb_98%				MUC20	MUC20,SDHAP2,MIR570,LINC00969	4	NA	NA	NA
chr16	15258538	18395494	3136957	*	301679	0.9905064654815218	762	302kb_99.1%	XYLT1,NDE1,ABCC6,MYH11	XYLT1,NDE1,ABCC1,ABCC6,MYH11	ABCC1	XYLT1,NDE1,C16orf45,NOMO3,FOPNL,MPV17L,KIAA0430,NPIPA5,NPIPA7,ABCC1,ABCC6,MYH11	XYLT1,NDE1,C16orf45,NOMO3,FOPNL,MPV17L,KIAA0430,PKD1P1,MIR484,RPL7P47,RPL15P20,RPL17P40,MIR3179-2,MIR3180-2,NPIPA5,NPIPA7,MIR3670-2,RN7SL90P,RNU6-213P,ABCC1,ABCC6,MYH11	22	NA	NA	NA
chr22	25653089	25887220	234132	*	50111	0.9542016722875217	758	50kb_95.4%				LRP5L	IGLVIVOR22-1,CRYBB2P1,LRP5L,IGLL3P	4	NA	NA	NA
chr16	202720	212932	10213	*	1722	0.9779326364692218	758	2kb_97.8%				HBM,HBZ	HBM,HBZ	2	NA	NA	NA
chr22	42902112	42962426	60315	*	13422	0.9708687229921025	755	13kb_97.1%				RRP7A,SERHL2	SERHL,RRP7A,SERHL2,RRP7B,RN7SKP80	5	NA	NA	NA
chr7	72520774	72808154	287381	*	28082	0.9625738907485222	753	28kb_96.3%				NSUN5,TRIM50,FKBP6	NSUN5,TRIM50,NCF1B,GTF2IRD2P1,POM121B,FKBP6,PHBP5,RNU6-1080P	8	NA	NA	NA
chr22	21043750	21591946	548197	*	14059	0.967636389501387	748	14kb_96.8%	SNAP29,LZTR1,PI4KA	SNAP29,CRKL,SERPIND1,LZTR1,PI4KA	PI4KA	SLC7A4,SNAP29,THAP7,CRKL,AIFM3,POM121L7,GGT2,SERPIND1,LZTR1,P2RX6,PI4KA	BCRP2,BCRP5,SLC7A4,SNAP29,POM121L4P,THAP7,CRKL,TUBA3FP,TMEM191A,AIFM3,MIR649,FAM230B,P2RX6P,POM121L7,THAP7-AS1,GGT2,TUBA3GP,RN7SL389P,SERPIND1,LZTR1,P2RX6,PI4KA	22	22q11.2_LCRC-D	0	74.73
chr4	69673658	70234284	560627	*	109156	0.9194455641467257	747	109kb_91.9%				UGT2B10,UGT2B11,UGT2B7,UGT2B28,UGT2A3	UGT2B10,UGT2B11,UGT2B7,UGT2B28,UGT2A3	5	NA	NA	NA
chr7	74314861	76487901	2173041	*	72245	0.9609661568274621	747	72kb_96.1%	MDH2,POR	YWHAG,ZP3,HSPB1,MDH2,POR		CCL24,CCL26,YWHAG,ZP3,SRCRB4D,WBSCR16,DTX2,TRIM73,STYXL1,UPK3B,RHBDD2,SRRM3,GTF2IRD2B,POM121C,GATSL1,GATSL2,HIP1,HSPB1,MDH2,POMZP3,POR	CCL24,CCL26,YWHAG,ZP3,SRCRB4D,WBSCR16,DTX2,TRIM73,STYXL1,NSUN5P1,UPK3B,TMEM120A,RHBDD2,SRRM3,NCF1C,SNORA14A,GTF2IRD2B,STAG3L1,POM121C,FDPSP2,GATSL1,GATSL2,PHBP6,RPL7L1P3,MIR4651,RN7SL212P,GTF2IP1,RN7SL642P,RNU6-863P,HIP1,HSPB1,MDH2,PMS2P10,PMS2P2,PMS2P3,PMS2P5,POMZP3,POR	38	7q11.23_dist	2.521	29.89
chr22	21054611	21819941	765331	*	19623	0.9807878509911838	746	20kb_98.1%	SNAP29,LZTR1,PI4KA	SNAP29,CRKL,SERPIND1,LZTR1,PI4KA	PI4KA	SLC7A4,SNAP29,HIC2,THAP7,CRKL,AIFM3,RIMBP3B,POM121L7,GGT2,SERPIND1,LZTR1,P2RX6,PI4KA	BCRP2,SLC7A4,SNAP29,HIC2,THAP7,CRKL,TUBA3FP,FAM230C,TMEM191A,AIFM3,MIR649,FAM230B,RIMBP3B,P2RX6P,POM121L7,POM121L8P,BCRP6,THAP7-AS1,PPP1R26P5,GGT2,TUBA3GP,RN7SKP63,RN7SL389P,SERPIND1,LZTR1,P2RX6,PI4KA	27	NA	NA	NA
chrX	152151102	152578151	427050	*	5354	0.9701158012700785	745	5kb_97%				PNMA3,PNMA5,PNMA6B,PNMA6A,PNMA6C,PNMA6D,MAGEA1	PNMA3,PNMA5,PNMA6B,PNMA6A,PNMA6C,PNMA6D,RN7SL190P,MAGEA1	8	NA	NA	NA
chr1	1598262	1664634	66373	*	1724	0.9704176334106729	743	2kb_97%				CDK11A,SLC35E2,SLC35E2B	CDK11A,SLC35E2,SLC35E2B,MMP23A	4	NA	NA	NA
chr10	27384746	27395127	10382	*	1071	0.9701213818860878	741	1kb_97%		ANKRD26	ANKRD26	ANKRD26	ANKRD26	1	NA	NA	NA
chr17	20734092	22033975	1299884	*	38118	0.9605173408888189	741	38kb_96.1%				UBBP4,USP22,TMEM11,DHRS7B,C17orf51,C17orf103,CCDC144NL,MTRNR2L1,KCNJ12,MAP2K3	RNASEH1P1,UBBP4,USP22,TMEM11,DHRS7B,C17orf51,C17orf103,FAM27L,CCDC144NL,ABHD17AP6,TRNAS30P,RPL21P120,MTRNR2L1,FTLP13,MTND1P15,NCOR1P2,MTATP6P3,RN7SL426P,RNU6-1178P,PDLIM1P2,KCNJ12,MAP2K3	22	NA	NA	NA
chr22	24682715	25063398	380684	*	10956	0.9652245345016429	741	11kb_96.5%	UPB1,GGT1	UPB1,SPECC1L,GGT1	GGT1	SNRPD3,GUCD1,UPB1,ADORA2A,SPECC1L,FAM211B,GGT1,SPECC1L-ADORA2A	BCRP3,SNRPD3,GUCD1,UPB1,ADORA2A,SPECC1L,FAM211B,POM121L10P,ADORA2A-AS1,GGT1,SPECC1L-ADORA2A	11	NA	NA	NA
chr5	678074	770127	92054	*	6873	0.9663902226102139	740	7kb_96.6%				ZDHHC11,TPPP,ZDHHC11B	ZDHHC11,TPPP,ZDHHC11B	3	NA	NA	NA
chr7	55806959	56608589	801631	*	75779	0.9503820319613613	740	76kb_95%	PSPH	CHCHD2,ZNF713,PSPH		MRPS17,CCT6A,SUMF2,CHCHD2,ZNF713,SEPT14,GBAS,NUPR1L,PHKG1,PSPH	MRPS17,CCT6A,SUMF2,CHCHD2,ZNF713,CCNJP1,SNORA15,SEPT14,CICP8,NMD3P2,CICP11,CICP12,RBM22P3,GBAS,NUPR1L,RN7SL64P,RNU6-1052P,RNU6-1126P,RNU6-1335P,PHKG1,PSPH,PSPHP1	22	NA	NA	NA
chr17	40765639	40817468	51830	*	1042	0.9692898272552783	740	1kb_96.9%		TUBG1		TUBG1,TUBG2	TUBG1,TUBG2,ATP5LP7,HMGB3P27	4	NA	NA	NA
chr14	73996196	74026182	29987	*	24866	0.9570900024129333	739	25kb_95.7%				HEATR4,ACOT1	HEATR4,NT5CP2,ACOT1	3	NA	NA	NA
chr22	17022038	17347878	325841	*	3439	0.9680139575457982	739	3kb_96.8%				CCT8L2,XKR3	VWFP1,CCT8L2,HSFY1P1,ZNF402P,FABP5P11,PARP4P3,XKR3,GPM6BP3,SLC25A15P5,ANKRD62P1,ANKRD62P1-PARP4P3,TPTEP1,KCNMB3P1	13	NA	NA	NA
chr1	145336780	148672121	3335342	*	88118	0.9658072130552214	737	88kb_96.6%	POLR3GL,HFE2,PEX11B,RBM8A	POLR3GL,GJA5,GJA8,HFE2,PEX11B,RBM8A	ITGA10	BCL9,GPR89B,PIAS3,TXNIP,CD160,RNF115,CHD1L,NBPF12,PPIAL4A,NBPF14,ANKRD35,NUDT17,NBPF24,ANKRD34A,POLR3GL,LIX1L,NBPF15,ACP6,POLR3C,GPR89A,GPR89C,NBPF10,NBPF11,NBPF20,PPIAL4D,FMO5,GJA5,GJA8,HFE2,ITGA10,PDZK1,PEX11B,PRKAB2,RBM8A	BCL9,RNVU1-11,GPR89B,GNRHR2,PIAS3,TXNIP,CD160,RNF115,CHD1L,NBPF12,PPIAL4A,NBPF14,ANKRD35,NUDT17,NBPF24,ANKRD34A,ABHD17AP1,POLR3GL,LIX1L,NBPF15,ACP6,POLR3C,OR13Z1P,OR13Z2P,OR13Z3P,PDZK1P1,PDZK1P2,GPR89A,GPR89C,NBPF10,NBPF11,NBPF13P,NBPF20,HYDIN2,ABHD17AP2,PPIAL4E,PPIAL4D,CCT8P1,RNVU1-9,RNVU1-7,FMO5,GJA5,GJA8,RNA5SP57,RNA5SP58,PFN1P8,PFN1P3,PFN1P5,PFN1P4,PFN1P7,LINC00624,PDIA3P1,RN7SL261P,RNVU1-6,RNVU1-8,RNVU1-10,RNVU1-12,RNVU1-13,RNVU1-14,RNVU1-15,RNU1-120P,RNU1-122P,RNU1-129P,RNU1-135P,RNU1-137P,HFE2,LINC01138,ITGA10,PDZK1,PEX11B,PRKAB2,RBM8A	72	NA	NA	NA
chr22	25696340	26000004	303665	*	12627	0.9619070246297616	737	13kb_96.2%				LRP5L,ADRBK2	IGLVIVOR22-1,CRYBB2P1,LRP5L,ADRBK2,IGLL3P	5	NA	NA	NA
chr16	70365621	70404122	38502	*	1470	0.9680272108843537	737	1kb_96.8%				DDX19A,DDX19B	DDX19A,DDX19B	2	NA	NA	NA
chr5	140502808	140536810	34003	*	1011	0.9663699307616221	734	1kb_96.6%				PCDHB4,PCDHB5,PCDHB6	PCDHB4,PCDHB5,PCDHB6	3	NA	NA	NA
chr13	23485729	24897950	1412222	*	54149	0.9501006482114166	734	54kb_95%	SACS,SGCG,MIPEP	SACS,SGCG,MIPEP	SACS,SPATA13	SACS,SGCG,TNFRSF19,SPATA13,C1QTNF9,C1QTNF9B,MIPEP	SACS,SGCG,TNFRSF19,HMGA1P6,SPATA13,C1QTNF9,C1QTNF9B,MIR2276,NUS1P2,TATDN2P3,SDAD1P4,MTCO3P2,SACS-AS1,IPO7P2,C1QTNF9B-AS1,SPATA13-AS1,C1QTNF9-AS1,RPLP1P13,LINC00327,RNY3P4,RNU6-58P,LINC00352,LINC00362,ANKRD20A19P,LINC00621,MIPEP	26	13q12.12	211.7	104.6
chr5	140475604	140481457	5854	*	1243	0.9662107803700724	733	1kb_96.6%				PCDHB2,PCDHB3	PCDHB2,PCDHB3	2	NA	NA	NA
chr6	161025206	161048361	23156	*	20660	0.9560987415295257	733	21kb_95.6%				LPA	LPA	1	NA	NA	NA
chr1	152759684	152770179	10496	*	1074	0.9655493482309124	732	1kb_96.6%				LCE1D,LCE1E	LCE1D,LCE1E	2	NA	NA	NA
chr2	240968925	240984568	15644	*	1070	0.9654205607476636	732	1kb_96.5%				OR6B2,OR6B3,PRR21	OR6B2,OR6B3,PRR21	3	NA	NA	NA
chr22	21085725	21839413	753689	*	6474	0.9810009267840594	732	6kb_98.1%	SNAP29,LZTR1,PI4KA	SNAP29,CRKL,SERPIND1,LZTR1,PI4KA	PI4KA	SLC7A4,SNAP29,HIC2,THAP7,CRKL,AIFM3,RIMBP3B,POM121L7,GGT2,SERPIND1,LZTR1,P2RX6,PI4KA	BCRP2,SLC7A4,SNAP29,HIC2,THAP7,CRKL,TUBA3FP,FAM230C,AIFM3,MIR649,FAM230B,PI4KAP2,TMEM191C,RIMBP3B,P2RX6P,POM121L7,POM121L8P,BCRP6,THAP7-AS1,PPP1R26P5,GGT2,TUBA3GP,RN7SKP63,RN7SL389P,SERPIND1,LZTR1,P2RX6,PI4KA	28	NA	NA	NA
chr10	47324063	51395048	4070986	*	90783	0.9744776004317989	731	91kb_97.4%	SLC18A3,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,RBP3	SLC18A3,CHAT,PGBD3,ERCC6,GDF2,ERCC6-PGBD3,RBP3	OGDHL,C10orf71,ERCC6,RBP3	SLC18A3,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L2,FAM21B,FAM21D,PTPN20B,ASAH2C,AGAP9,AGAP8,ZNF488,TIMM23B,FAM25C,FAM25G,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,WDFY4,ARHGAP22,ERCC6,GDF10,GDF2,ERCC6-PGBD3,ANXA8,MAPK8,PARG,RBP3	SLC18A3,FRMPD2P1,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L2,FAM21B,FAM21D,PTPN20B,PTPN20CP,ASAH2C,AGAP9,AGAP8,ZNF488,TIMM23B,FAM25C,FAM25D,FAM25G,FAM25HP,GLUD1P6,BMS1P5,BMS1P6,BMS1P7,CTGLF11P,CTGLF12P,CTSLP2,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,WDFY4,ARHGAP22,DUSP8P1,SLC9A3P4,FAM35DP,ERCC6,MIR4294,GDF10,GDF2,ARHGAP22-IT1,RNA5SP313,RNA5SP314,RNA5SP315,RNA5SP316,GLUD1P2,RHEBP2,AHCYP1,DUSP8P2,ANTXRLP1,FAM35EP,FAM170B-AS1,C10orf71-AS1,RN7SL453P,RN7SL527P,ERCC6-PGBD3,ANXA8,MAPK8,PARG,RBP3	65	NA	NA	NA
chr4	69370648	69487949	117302	*	48837	0.9412126051968794	731	49kb_94.1%				UGT2B17	UGT2B17,UGT2B29P	2	NA	NA	NA
chr7	150179338	150372093	192756	*	2937	0.9635682669390535	730	3kb_96.4%				GIMAP4,GIMAP6,GIMAP7	GIMAP4,GIMAP6,GIMAP7,STRADBP1,ALDH7A1P3	5	NA	NA	NA
chr22	25822072	25971578	149507	*	1016	0.9645669291338582	730	1kb_96.5%				ADRBK2	IGLVIVOR22-1,CRYBB2P1,ADRBK2	3	NA	NA	NA
chr2	111251829	113253221	2001393	*	6048	0.9831349206349206	729	6kb_98.3%	ANAPC1,MERTK	BUB1,ANAPC1,MERTK	BUB1,MERTK	BUB1,ANAPC1,TTL,ZC3H6,ACOXL,TMEM87B,FBLN7,ZC3H8,RGPD6,MERTK,RGPD8,BCL2L11	BUB1,ANAPC1,TTL,ZC3H6,ACOXL,TMEM87B,FBLN7,ZC3H8,RGPD6,MIR4435-1HG,RPS14P4,RPL5P9,RN7SL297P,MERTK,RGPD8,BCL2L11	16	NA	NA	NA
